create-deco-fabric	Builder	Mechanic	Industrial architecture	Factory-themed building blocks and decorative details for workshops, rail yards and streets.
interiors	Builder	Mechanic	Vehicle interiors	Furniture intended to fit Create builds and contraptions; furnish passenger carriages and usable vehicle interiors.
simple-copper-pipes	Mechanic	Farmer,Builder	Pipes and utilities	Copper pipe and fitting systems provide additional physical utility mechanics. Use the installed pipe variants and in-game documentation to establish transport and environmental applications before selecting specific tasks.
wirelessredstone	Mechanic	Builder	Signals	Transmit redstone signals without continuous wiring; create remote controls for doors, farms and machinery.
farmers-delight-refabricated	Cook	Farmer,Builder	Kitchen foundations	Grow cabbage, tomatoes and onions; gather straw; prepare ingredients with knives and a cutting board; cook meals using the cooking pot and stove. Include dough/pasta, soups, stews, plated meals, feasts, storage and rustic kitchen furnishings. Organic compost and rich soil bridge to farming.
expanded-delight	Cook	Farmer	Expanded ingredients	Additional crops, ingredients and prepared foods extend Farmer's Delight. The installed mortar and pestle is also a pack-defined manual route to Create flour; it has a configured durability change.
nethers-delight-refabricated	Cook	Farmer,Explorer,Adventurer	Nether cuisine	Gather Nether ingredients and prepare themed dishes with Farmer's Delight; include hoglin-related food and Nether plant resources. Acquisition belongs to exploration, cooking the resulting meals belongs here.
ends-delight	Cook	Explorer,Adventurer	End cuisine	End-themed ingredients, preparation and meals built around Farmer's Delight. Connect End expeditions with a new culinary branch rather than requiring combat for the first kitchen chapter.
betterenddelight	Cook	Explorer,Builder,Farmer	BetterEnd cuisine	Use BetterEnd berries, roots, mushrooms, plants and fish in prepared foods; examples include berry juices and cheesecakes, mushroom rice and End fish meals. Adds themed knives, cabinets, crates, bags and petal carpets as supporting kitchen/decor content.
oceans-delight	Cook	Angler	Seafood	Prepare foods from ocean creatures; a seafood branch linking fishing and underwater gathering to the kitchen.
natures-delight	Cook	Farmer,Explorer	Regional cuisine	Farmer's Delight integration for Nature's Spirit materials and ingredients. Treat it as the culinary use of that world-generation mod's resources.
farmers-knives	Cook	Blacksmith	Kitchen tools	Adds Farmer's Delight knives in materials from other mods; compare available knife recipes with the actual material progression rather than making every knife mandatory.
lets-do-candlelight-farm-charm-compat	Cook	Builder,Merchant	Dining and hospitality	A Farm & Charm-compatible cooking and dining mod, not merely an invisible patch. Prepare additional meals and furnish dining rooms and restaurants with its tableware and furniture.
lets-do-farm-charm	Farmer	Cook,Rancher,Builder	Working farms	Wild crops and cultivated barley, oat, corn, lettuce, onion, tomato and strawberry; fertilized soil/farmland, compost and fertilizer; sprinklers, silos, scarecrows and farm tools. Also adds troughs, coops, nests, pet feed, carts and plows. Cooking uses a mincer, roaster, cooking pot, pan, stove and crafting bowl, with flour, yeast, pasta and substantial meals.
lets-do-meadow	Rancher	Cook,Farmer,Explorer,Builder	Alpine homesteading	Alpine pasture landscapes and livestock-related resources; milk and multiple cheese wheels, cheese press and racks, fondue and cakes. Pine and limestone construction, patterned wool, barn fittings, watering can and wheelbarrow support the farmstead. Split dairy cooking, animal keeping and alpine architecture across paths.
lets-do-brewery-farm-charm-compat	Brewer	Farmer,Cook,Builder	Beer and spirits	Grow hops and supply grains; dry ingredients; brew beers using wooden, copper and netherite brewing-station assets. The installed version includes named whiskey drinks, beer effects, festival clothing and tavern furniture, plus pub foods. Six beer recipes are explicitly replaced by pack scripts to require the shared hops tag and yeast.
alcocraft	Brewer	Farmer,Builder	Keg brewing	An additional beer system using hops and a keg, separate from Let's Do Brewery. The pack replaces the keg recipe and connects its hops to shared ingredient tags; catalogue its beer varieties as their own brewing method.
lets-do-vinery	Brewer	Farmer,Builder,Collector	Vineyards and cellars	Collect and cultivate regional red/white grapes; tend fruit trees; press juice and use fermentation barrels to make wines and cider. Wine variants, ageing/storage and a cellar fit here. Racks, bottle storage, latticework, dark-cherry furniture, bags and baskets support vineyards and tasting rooms.
lets-do-herbal-brews	Brewer	Witch,Farmer,Cook,Builder	Tea and coffee	Grow or gather tea, coffee, rooibos, yerba mate, hibiscus and lavender; process tea leaves and brew drinks using kettles and the brewing cauldron. Black, green and oolong teas, floral teas, coffee and milk coffee supply a non-alcoholic drinks branch. Herbal infusions and drink effects cross into the Witch path.
lets-do-beachparty	Builder	Brewer,Explorer,Collector	Beach leisure	Beach furniture, sandcastles, cocktails and seaside leisure items. Drinks belong to Brewer; creating a beach resort belongs to Builder. The pack disables five rubber-ring items and customizes ocean loot, so avoid a blanket collect-every-item objective.
slice-and-dice	Mechanic	Cook,Farmer	Food automation	Automate Farmer's Delight ingredient preparation using Create-powered machinery. Teach a working food-production line after players understand the manual kitchen process.
crate-delight-fabric	Quartermaster	Farmer,Cook,Builder	Produce storage	Crates and bags for storing and displaying food resources; useful for pantries, farm stores and market stalls.
animal-feeding-trough	Rancher	Farmer	Animal husbandry	Feed nearby animals using a trough, reducing repeated hand-feeding and supporting organized pens and breeding.
crops-love-rain	Farmer		Crop growth	Rain improves crop growth. A farm-management rule to explain alongside watering rather than a separate collectible system.
rightclickharvest	Farmer		Harvesting	Right-click crop harvesting streamlines repeat harvests; teach the configured interaction as part of farm setup.
secure-crops	Farmer		Farmland protection	Prevents trampling of crops/farmland; makes paths and busy farmyards easier to maintain.
smarter-farmers-farmers-replant	Farmer	Merchant	Villager farming	Improved farmer-villager planting/replanting behaviour supports village agriculture and crop supply.
universal-bone-meal	Farmer	Builder	Plant propagation	Extends bone-meal use to additional plants; supports resource renewal, flower gardens and landscaping.
harvestable-flowers	Farmer	Builder,Collector	Flower propagation	Use bone meal on flowers to obtain more flowers; supports dye production and garden collections.
flower-tweaks-mod	Farmer	Builder	Plant recipes	Additional crafting routes for flowers and grass; check pack recipes for the exact conversions available.
grass-seeds	Farmer	Builder	Ground cover	Use wheat seeds to turn dirt into grass and create grass growth; useful for restoring farmyards and landscaping.
serene-shrubbery-fabric	Builder	Farmer,Collector	Flower gardens	Decorative flowers provide more garden palettes and plant-collection goals.
niftycarts	Farmer	Rancher,Explorer,Quartermaster	Farm transport	Carts support carrying goods, travel and farming; compare them with Farm & Charm's carts so players understand alternative equipment rather than treating the two systems as identical.
pandas-falling-trees	Farmer	Builder	Forestry	Trees fall when harvested; make forestry a Farmer sub-branch with timber supply, replanting and a sawmill/workshop connection.
accelerated-decay	Farmer	Builder	Forestry support	Leaves decay faster after tree cutting, making timber harvesting and clearing more convenient.
hexalia	Witch	Farmer,Rancher,Cook,Explorer,Blacksmith,Builder	Herbal witchcraft	Gather magical herbs and cultivate special crops; refine ingredients with a mortar and pestle; use the small cauldron and ladle for brews and salves. Ritual tables/braziers, elemental nodes, infused farmland and enchanted plants form a deeper ritual branch. Silk moths and silkworms supply fibres for garments; idols, pendants, magical tools, weapons, a censer and dreamcatcher provide practical rewards. The pack adds athame cutting-board recipes for tree resin.
things-fabric	Witch	Collector,Explorer,Blacksmith,Quartermaster	Trinkets and utilities	Craft utility accessories and magical equipment, including mining/movement aids, item magnets, recall/displacement tools, ender storage and the Bater Wucket. The Things Almanac is the learning entry point. Pack tags integrate the Bater Wucket into several food and drink systems.
easy-magic	Witch	Blacksmith	Enchanting workflow	Enchanting-table interaction improvements, retained items and rerolling; part of learning enchantment choices.
easy-anvils	Blacksmith	Witch,Builder	Repair and naming	Improved anvils with retained items and naming-related features; use for an equipment-maintenance workshop.
easy-disenchanting	Witch	Blacksmith	Enchantment transfer	Transfer enchantments from equipment to books using an anvil; overlaps with other installed enchantment-recovery systems, so explain alternatives.
grind-enchantments	Witch	Blacksmith	Grindstone processing	Adds grindstone enchantment operations; compare its available recipes to anvil transfer and Create automation before selecting a preferred learning route.
better-than-mending	Blacksmith	Witch	Equipment repair	Changes Mending use/repair interaction; include as an equipment-maintenance rule, not a new magic school.
too-cheap	Blacksmith	Witch	Anvil limits	Removes the anvil Too Expensive level-cost restriction, affecting long-term equipment maintenance.
enchanter-fix	Witch	Builder	Enchanting-room construction	Corrects enchantment-power transmission behaviour so decorative table surrounds can function properly.
chipped	Builder		Block palettes	Large families of decorative block variants organized through themed workstations. Use masonry, carpentry, glass, textiles and other palette projects as chapters; requiring every recolour would overwhelm the Builder path.
handcrafted	Builder		Home interiors	Furniture and household decorations for furnished bedrooms, living rooms, kitchens and workspaces; make room-building projects rather than a furniture checklist alone.
hearth-and-home	Builder		Architectural materials	Additional warm domestic building materials, including glass and structural finishes, for houses and settlements.
beautify-refabricated	Builder	Farmer	Interior decoration	House and garden decorations, including hanging pots and decorative fittings, extend room and garden design.
clutter	Builder	Rancher,Farmer,Brewer,Collector,Explorer,Blacksmith	Mixed homestead content	A broad content mod: furniture, lighting, shelves, benches, chimneys, decorative metals and corals; plants and hops; creatures including Mossbloom; wearable/collectible items and other materials. Its mixed scope should be split by feature. Red/yellow polypores are disabled; copper nuggets are unified with Create; butterfly wings have a pack recipe.
cluttered	Builder	Collector	Decorative objects	A distinct decoration mod from Clutter, providing decorative household objects and furniture. Keep its item list separate so similarly named mods are not accidentally merged.
immersive-furniture	Builder		Custom furniture	Create custom furniture and objects in-game or use designs from its library; supports bespoke interiors beyond fixed crafting variants.
dusty-decorations	Builder	Cook,Collector	Lived-in details	Decorative props for detailed rooms and workshops. The pack fixes the cooking-pot block's drop; its kitchen appearance alone should not be treated as proof of a functional cooking system.
fetzis-asian-decoration	Builder		Themed architecture	Asian-inspired decorative blocks and details support a distinct architectural style branch.
just-outdoor-stuffs	Builder	Farmer	Outdoor furniture	Furniture and decorative objects for gardens, patios and outdoor spaces.
macaws-windows	Builder		Windows and glazing	Window styles, mosaic glass, blinds and arrow slits for architectural detailing.
macaws-paths-and-pavings	Builder	Explorer	Roads and paving	Additional path and paving materials for gardens, settlements and roads linking player bases.
macaws-paintings	Builder	Collector	Art displays	Additional paintings for galleries and interiors; collection completion is optional, decorating with them is the core building activity.
macaws-holidays	Builder	Collector	Seasonal decorations	Christmas and Halloween decorations for themed builds and seasonal display collections.
dark-paintings	Builder	Collector	Art displays	Additional painting designs extend galleries and wall decoration.
decorative-lamps	Builder		Lighting	Additional decorative lamps for interior and exterior lighting schemes.
fairy-lights-fabric	Builder		String lights	Decorative string-light layouts for gardens, festivals, taverns and homes.
froglightsreimagined	Builder	Rancher	Lighting materials	Additional froglight colours, shapes and crafting uses; connect the material source to animal-related gameplay where appropriate.
diagonal-walls	Builder		Building connections	Walls connect diagonally, improving angled boundaries and architectural shapes.
diagonal-windows	Builder		Building connections	Window connections work diagonally, supporting angled glass structures.
mo-glass	Builder		Glass shapes	Glass stairs and slabs provide additional transparent building shapes.
twigs	Builder	Explorer	Natural building materials	New materials and decorative variants expand stone, timber and natural-detail palettes.
supplementaries	Builder	Mechanic,Quartermaster,Farmer,Collector,Merchant	Functional decoration	A broad set of functional blocks and props: storage and displays, signs and notices, ropes and utility fittings, lighting and redstone-related interactions. Treat practical household and workshop features separately from material palettes. Pack scripts change coloured presents and related crafting.
supplementaries-squared	Builder		Supplementaries materials	Extends Supplementaries building options; the pack supplies corrected daub-frame slab and stair recipes.
amendments	Builder	Cook,Mechanic	Vanilla block interactions	Additional practical and decorative interactions for familiar blocks. Include as building and household tips; use installed interactions rather than assuming all features from newer releases.
sooty-chimneys	Builder		Chimneys	Chimneys and smoke effects provide working visual detail for cottages, kitchens and workshops.
more-pumpkins!	Builder	Farmer,Collector	Carved pumpkins	Additional carved-pumpkin faces and soul jack-o-lantern variants; decorative and seasonal collection potential, rather than a new crop-production system.
armor-statues	Builder	Collector	Display figures	Pose and customize armor stands for displays, shops, storytelling and equipment galleries.
rounds-invisible-frames	Builder	Collector,Merchant	Item displays	Toggle item-frame visibility for clean displays, shop presentation and collection rooms.
construction-wand-fabric	Builder		Building tools	Wands place groups of blocks to extend structures; a practical construction-tool progression using available wand upgrades.
mastercutter	Builder	Blacksmith	Material conversion	Expands stonecutter recipes, including woodcutting, recycling and reverse conversions; supports efficient material preparation.
sawmill	Builder	Farmer	Timber processing	Dedicated wood-processing workstation for turning timber into construction components.
tokimistoolshed	Blacksmith	Farmer,Builder	Specialist hand tools	Excavators, scythes, lumber axes, clippers, trowel, abacus, chisels and copper buckets support earthworks, forestry, crops, detail work and measuring. The nine hammer recipes are removed and hidden by pack scripts; use JustHammers for that role. Other tool families remain relevant.
double-doors	Builder		Door behaviour	Paired doors, trapdoors and gates can open together; a convenience rule for entrances and barns.
sit-fabric	Builder		Furniture interaction	Sit on suitable slabs and stairs; supports usable seating made from ordinary blocks.
SignCopy-Fabric-1.20.1-1.1.1	Builder	Merchant	Signs	Local SignCopy jar provides sign-copying utility; verify its exact interaction in-game before writing instructional text.
perfect-plushies	Collector	Builder,Explorer	Plushies	Collect and display decorative plushies and Easter-egg variants. The pack supplies additional acquisition routes; use recipe/loot availability rather than assuming every plushie is a chest drop.
perfect-homestead-plushies	Collector	Builder,Explorer	Homestead plushies	Homestead-specific player and creature plushies. The custom chest-loot pool explicitly lists 27 player plushies plus Mushling, Mystical Elk and Fernling: 30 entries. This is a pool count, not proof that those are every registered plushie in the mod.
blahaj-fabric-1.20.0-0.3.2	Collector	Builder	Soft toys	Blåhaj soft-toy content offers an additional plushie/display collection separate from the Perfect Plushies mods.
simplehats	Collector	Explorer,Builder	Cosmetic hats	Collect wearable cosmetic hats and hat bags. Pack recipes upgrade four lower-rarity bags into the next tier and convert epic bags into seasonal bags with themed ingredients.
camerapture	Collector	Explorer,Builder	Photography	Take in-game photos and display pictures; supports a travel journal, wildlife album and gallery without making every collection an item checklist.
go-fish	Angler	Cook,Collector,Explorer	Fishing progression	Catch fish across environments and conditions; collect fishing crates; craft specialised rods and lures. Installed content includes overworld, Nether, End and celestial-themed fish, rods and meals. Catch-condition tasks need the installed loot rules; item names alone do not prove the required weather or biome.
spawn-mod	Rancher	Angler,Farmer,Cook,Explorer,Builder,Collector	Wildlife niches	Adds angler fish, tuna, seahorses, snails, hamsters and ants, with related food and decorative resources. Ant gardens/anthills, rotten wood, snail-shell materials, sunflowers, music and pottery collectibles broaden its scope beyond animals alone.
duckling	Rancher	Cook,Explorer	Waterfowl	Ducks and duck-related resources, including eggs; the pack's food tags integrate duck eggs into recipes.
friends-and-foes	Rancher	Adventurer,Explorer,Collector,Mechanic	Additional mobs	Introduces mob-vote creatures and their associated behaviours, including helpful and hostile mobs. Split animal/companion discoveries from combat encounters and any utility-golem features.
friends-for-life	Rancher	Explorer,Adventurer	Companions	Pet-related quality-of-life features encourage taking companions on adventures. Explain current configuration before promising any particular recovery or protection behaviour.
lets-do-wildernature	Rancher	Explorer,Cook,Adventurer,Collector	Wild animals	Bison, boar, deer, minisheep, wolves, dogs, birds and smaller wildlife; meat, fur, trophies, an animal compendium and hunting equipment. The bounty board is blacklisted in this pack: do not build the path around contracts, bounty progression or its reward economy until alternative acquisition is verified.
mavm	Rancher	Collector,Explorer	Axolotl variants	Additional axolotl appearances support aquarium, breeding and living-collection goals.
ribbits	Rancher	Explorer,Merchant,Builder	Frog communities	Frog inhabitants and their settlements provide discovery and interaction goals. Use the installed Ribbits content and its taming addon for a companion/community branch.
tameableribbits-1.0.0	Rancher		Taming addon	The local mod metadata explicitly adds taming and sitting for Ribbits using slime balls.
tameableminisheep	Rancher		Taming addon	Makes Wilder Nature's minisheep tameable; belongs with minisheep care rather than a separate chapter.
tameablemossbloom	Rancher		Taming addon	Makes Clutter's Mossbloom tameable; connects that mixed-content mod to animal keeping.
squish	Rancher	Collector	Baby animals	A sugar-themed item/mechanic keeps supported mobs as babies; a cosmetic animal-care branch whose species support needs checking in-game.
realistic-bees	Rancher	Farmer	Beekeeping	Changes bee size, spawns and hive capacity; teach beekeeping with the pack's actual rules.
no-animal-tempt-delay	Rancher		Animal handling	Removes the wait between attempts to attract animals with food; a handling convenience.
convenient-name-tags	Rancher	Collector	Naming animals	Rename name tags directly through their interaction; helps organize pets and animal collections.
advanced-netherite-fabric	Blacksmith	Adventurer	Equipment tiers	Additional Netherite upgrade tiers provide late equipment goals. Coordinate with Mythic Upgrades and the pack's custom smithing recipes rather than assuming one universal linear upgrade tree.
obsidian-equipment-reworked	Blacksmith	Adventurer	Obsidian equipment	Adds an alternative equipment material family; the pack creates an Obsidian Upgrade Smithing Template and custom smithing rules.
mythic-upgrades	Blacksmith	Explorer,Adventurer,Collector	Gem equipment	Discover gem materials and craft specialised upgraded equipment. The pack names ruby, topaz, peridot, jade, aquamarine, sapphire and ametrine; it changes crafting and armor attributes and adds crystal block/shard/cluster conversions.
spelunkery	Blacksmith	Explorer,Mechanic,Builder,Collector,Witch	Mining and mineral processing	Rough gems and nuggets, diamond grindstone and polishing, salt/sulfur-related resources and underground materials; magnets, compaction, depth/navigation tools and mining devices. Ropes, rails, glowsticks and a parachute support caving; dimensional-tears and nephrite tools cross into utility/magic. The iron pick on a stick and charcoal lump are blacklisted, and compatibility ores in language files are not proof they generate.
justhammers	Blacksmith	Builder	Area mining	Hammer tool progression for breaking larger areas; the pack changes the impact-core recipe and retires competing Toolshed hammers.
vein-mining	Blacksmith	Witch	Mining enchantment	A configurable enchantment for mining connected groups of blocks; connect it to mining efficiency and enchanting.
darksmelting	Blacksmith	Mechanic	Equipment recycling	Smelt equipment back into materials; consider it alongside the custom iron recycling rules when explaining recovery yields.
better-crossbows	Blacksmith	Adventurer	Crossbow equipment	Copper, gold, diamond and Netherite crossbows provide ranged equipment alternatives.
crossbow-enchants	Adventurer	Witch,Blacksmith	Crossbow enchantments	Expands crossbow enchantment choices to support a dedicated ranged loadout.
more-bows-and-arrows	Adventurer	Blacksmith,Collector,Witch	Archery	Material and special bows, diverse arrow types and related enchantments; installed examples include explosive, teleport-related and elemental/material arrows. Let players choose a useful ranged kit rather than craft every wood variant.
mmmmmmmmmmmm	Adventurer	Blacksmith,Builder	Equipment testing	Target dummy for comparing weapons and damage; useful as a training-yard fixture and learning tool.
bosses-of-mass-destruction	Adventurer	Explorer,Collector	Boss encounters	Dedicated boss content with unique encounters and rewards; build separate preparation and victory branches. Use the installed boss list and summon/acquisition requirements when drafting tasks.
savage-ender-dragon	Adventurer	Explorer	Dragon encounter	Changes the Ender Dragon fight with additional difficulty/mechanics. Treat the vanilla dragon milestone as a modified encounter in this pack.
illager-invasion	Adventurer	Explorer,Merchant	Illager threats	Additional illager enemies and structures/encounters; connect combat goals to protecting settlements and exploring hostile sites.
pillager-caravans	Adventurer	Explorer,Merchant	Roaming encounters	Biome-themed pillager convoys with guards and loot. The pack adds biome-tag bridges for caravans, so road encounters belong in exploration and defence rather than a stationary dungeon-only checklist.
creeper-overhaul	Adventurer	Explorer,Collector	Creeper variants	Biome-specific creepers expand encounter variety. Pack biome tags/modifiers extend selected spawn contexts; finding a variant is distinct from defeating it.
enderman-overhaul	Adventurer	Explorer,Collector,Witch	Enderman variants	Biome-specific Endermen and distinct pearl-related content expand encounters and utility rewards; pack tags extend selected spawn contexts.
variants-and-ventures	Adventurer	Explorer	Regional enemies	Additional regional hostile-mob variants; the pack provides spawn-biome tags for several named variants.
inventory-totem	Adventurer		Survival rule	Totems can activate from the inventory, changing how players prepare for dangerous trips.
respect-my-trims	Adventurer	Blacksmith,Builder	Armor-trim utility	Gold armor trims pacify piglins, giving decorative equipment choices a practical Nether use.
swingthrough	Adventurer		Combat controls	Target living entities through transparent blocks; explain as a combat convenience.
guard-villagers-fabric	Merchant	Adventurer,Rancher	Village defence	Village guards support settlement protection and equipment/defence planning.
villagersplus	Merchant	Builder,Farmer	Professions and trades	New villagers/professions, trades and workstations; organize a functional market or village around what each profession supplies.
chefs-delight-fabric	Merchant	Cook	Food professions	Adds Cook and Chef villager professions; link kitchen production to trading and restaurant/market builds.
spuds-shops	Merchant	Builder,Quartermaster	Player shops	Decorative shop blocks support player trading. Define the server's chosen currency and trade expectations separately; the mod's presence does not establish an economy policy.
trade-cycling	Merchant		Trade selection	Cycle eligible villager trade offers through the mod's interaction; a trading convenience to explain once.
lootr-fabric	Explorer	Adventurer,Collector	Shared exploration	Personalised loot access supports exploring together without one player emptying the rewards for everyone.
betterend	Explorer	Builder,Cook,Farmer,Blacksmith,Witch,Collector	End ecosystems	New End biomes, vegetation, creatures and building resources; resource processing and ritual-related content broaden End progression. Link its materials to BetterEndDelight and equipment rather than treating the dimension as a single visit.
deeperdarker	Explorer	Adventurer,Blacksmith,Builder,Collector	Deep Dark and Otherside	Expands Deep Dark-themed blocks, equipment and mysteries with another exploration destination. Separate access/preparation, biome discovery, encounters and material uses.
incendium	Explorer	Adventurer,Collector,Builder	Nether overhaul	Nether biome and terrain content, challenging structures and distinctive loot/equipment. Because it uses substantial vanilla-style data content, a new-item registry alone would miss many features.
regions-unexplored	Explorer	Builder,Farmer,Collector	Biomes and materials	Additional regional landscapes, vegetation and material palettes. Discovery, tree/plant collections and construction uses are separate goals; use installed biome assets rather than a marketing biome count.
oh-the-biomes-weve-gone	Explorer	Builder,Farmer,Collector	Biomes and materials	Large biome, tree and plant expansion. The canonical configuration disables Eroded Borealis and Shattered Glacier; Lush Stacks is enabled here. Avoid tasks requiring disabled biomes and do not reuse settings from an older instance.
natures-spirit	Explorer	Builder,Farmer,Cook,Collector	Biomes and materials	New landscapes, plants and building materials; Nature's Delight supplies a food-processing connection.
tectonic	Explorer	Builder	Landforms	Changes large-scale terrain and landforms; exploration and choosing a home site are the activities, rather than collecting mod-specific machines or gear.
geophilic	Explorer	Builder	Vanilla landscape detail	Overhauls the appearance and detail of vanilla Overworld biomes; a scenery layer supporting exploration and site selection.
vanillabackport	Explorer	Builder,Rancher,Adventurer,Quartermaster,Collector	Newer vanilla content	The installed jar includes Pale Garden/pale oak, Creaking-related content and resin; armadillos and wolf armor; Happy Ghast, dried ghast and harness assets; bundles, ambient plants and Sulfur Caves-related assets. These are installed-version candidates, not a claim that every feature is enabled or every language entry spawns. Split them across exploration, animal care, transport and building.
backport-copper-age	Mechanic	Builder,Blacksmith,Quartermaster,Rancher	Copper content	Copper golem and copper chests; copper tools/armor; shelves, lights, chains, bars, bulbs, grates and decorative copper families with oxidation/waxing variants. Divide golem/storage utility, equipment and building palettes by use; verify overlap with the pack's other copper mods in recipes.
choicetheorems-overhauled-village	Explorer	Merchant,Builder,Adventurer	Villages and outposts	Rebuilt and biome-appropriate villages and pillager outposts; discover settlements and study their architecture or trading opportunities.
towns-and-towers	Explorer	Merchant,Builder,Adventurer	Settlements and ships	Additional village, outpost and ship structures; separate peaceful settlement discovery from hostile sites.
tidal-towns	Explorer	Merchant,Builder	Ocean settlements	Floating driftwood-style villages provide maritime destinations and architectural inspiration.
mmv-moogs-missing-villages	Explorer	Merchant,Builder	Missing village biomes	Jungle and swamp village additions fill gaps in vanilla settlement coverage.
villages-and-pillages	Explorer	Adventurer,Merchant	Hostile settlements	Hostile village-like structures give settlement exploration a combat branch.
immersive-structures	Explorer	Builder,Adventurer	World structures	Additional structures built into the landscape; use distinct structure families as exploration targets.
dungeon-and-taverns	Explorer	Adventurer,Merchant,Builder	Dungeons and roadside stops	Dungeons, taverns and other exploration structures supply encounters, loot and world detail.
moogs-voyager-structures	Explorer	Adventurer,Builder	Overworld structures	A broad collection of Overworld structures and ruins with loot, mobs and villager encounters; group by structure family rather than every template variant.
mns-moogs-nether-structures	Explorer	Adventurer,Builder	Nether structures	Additional Nether structures with encounters and loot expand the dimension's routes.
moogs-end-structures	Explorer	Adventurer,Builder	End structures	Additional End structures and loot destinations complement BetterEnd.
mtr-moogs-temples-reimagined	Explorer	Adventurer,Builder	Temples	Reimagined temple structures add further expedition targets. Confirm which replacements generate alongside YUNG's structure mods before creating exact-location requirements.
repurposed-structures-fabric	Explorer	Adventurer,Merchant,Builder	Structure variants	Biome/dimension variants of familiar structures; a discovery catalogue of structure families across environments.
structory	Explorer	Builder,Adventurer	Ruins and environmental stories	Atmospheric structures and themed ruins add smaller destinations and architectural details.
structory-towers	Explorer	Builder,Adventurer	Towers	Biome-themed towers add landmarks and expedition sites; pack structure-set overrides affect placement.
lets-do-addon-structures	Explorer	Brewer,Farmer,Builder,Merchant	Homestead structures	Let's Do-themed world structures tie exploration to vineyards, farming and domestic architecture; the pack overrides selected structure sets and loot.
yungs-better-caves-fabric	Explorer	Blacksmith	Cave layout	Overhauled cave generation is an underground exploration layer; evaluate its actual effect with the other terrain mods when checking generation.
yungs-cave-biomes-fabric	Explorer	Builder,Blacksmith	Cave ecosystems	New cave biomes and underground content supply subterranean destinations and material palettes.
yungs-better-desert-temples-fabric	Explorer	Adventurer	Desert temples	Expanded desert-temple exploration, traps and loot; a specific expedition family.
yungs-better-dungeons-fabric	Explorer	Adventurer	Dungeons	Expanded dungeon structures provide underground combat and treasure destinations.
yungs-better-jungle-temples-fabric	Explorer	Adventurer	Jungle temples	Rebuilt jungle temples provide a separate temple expedition family.
yungs-better-mineshafts-fabric	Explorer	Blacksmith,Adventurer	Mineshafts	Reworked abandoned mines support underground navigation, resource trips and encounters.
yungs-better-nether-fortresses-fabric	Explorer	Adventurer	Nether fortresses	Expanded fortress structures affect how players approach Nether progression resources and combat.
yungs-better-ocean-monuments-fabric	Explorer	Angler,Adventurer	Ocean monuments	Expanded ocean monuments provide an underwater expedition branch with preparation and combat.
